Municipios|Distritos|Secciones|Sexo|Nacionalidad|Distribución de la renta por unidad de consumo|Periodo|Total
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01||Mujeres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Total|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Española|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 7.500 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2018|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2017|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Hombres|Extranjera|Población con ingresos por unidad de consumo por debajo del 10.000 Euros|2016|""
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2019|.
20001 Abaltzisketa|2000101 Abaltzisketa distrito 01|2000101001 Abaltzisketa sección 01001|Mujeres|Española|Población con ingresos por unidad de consumo por debajo del 5.000 Euros|2018|.
